1.342511177062988281e+00,1.240378906250000000e+04
1.237607479095458984e+00,2.048212280273437500e+02
1.181100606918334961e+00,4.198730468750000000e+03
1.113811612129211426e+00,2.235660552978515625e+01
1.037266612052917480e+00,1.175669860839843750e+02
9.522947072982788086e-01,6.158896446228027344e+00
8.668197393417358398e-01,9.858346557617187500e+02
7.799517512321472168e-01,9.793821334838867188e+00
6.987040638923645020e-01,2.354840850830078125e+01
6.413034200668334961e-01,9.694053344726562500e+02
6.013089418411254883e-01,8.326631469726562500e+02
5.595342516899108887e-01,2.002820129394531250e+02
5.320299267768859863e-01,3.383068847656250000e+02
7.506120204925537109e-01,1.242682456970214844e+01
6.211739778518676758e-01,2.049935102462768555e+00
5.616617202758789062e-01,1.808367967605590820e+00
5.214664340019226074e-01,1.328531980514526367e+00
4.988114535808563232e-01,1.431128025054931641e+00
4.769063889980316162e-01,4.104125976562500000e+00
4.607720673084259033e-01,1.431119384765625000e+03
4.489884972572326660e-01,1.301355285644531250e+02
4.373829662799835205e-01,3.496479034423828125e+01
4.276981651782989502e-01,1.770205688476562500e+01
4.185921549797058105e-01,2.937155151367187500e+01
4.064947366714477539e-01,5.980639038085937500e+02
4.005939066410064697e-01,3.485636901855468750e+02
3.878627419471740723e-01,1.676450347900390625e+01
3.813365101814270020e-01,2.890938186645507812e+01
3.746530413627624512e-01,2.526925354003906250e+02
3.665036559104919434e-01,3.259305725097656250e+02
3.551765382289886475e-01,3.060038089752197266e+00
3.447000682353973389e-01,9.327263832092285156e+00
3.383192718029022217e-01,1.317157030105590820e+00
3.313079774379730225e-01,2.993844604492187500e+01
3.277213275432586670e-01,6.667615509033203125e+01
3.195450901985168457e-01,3.113572082519531250e+02
3.171826899051666260e-01,1.531231384277343750e+02
3.124446570873260498e-01,5.079855728149414062e+01
3.053033053874969482e-01,1.263700683593750000e+03
3.001884222030639648e-01,9.705934143066406250e+01
2.918400466442108154e-01,4.135909652709960938e+01
2.865203619003295898e-01,3.635228881835937500e+02
2.826378941535949707e-01,1.490480957031250000e+03
2.747872769832611084e-01,4.921282958984375000e+01
2.608257830142974854e-01,7.695211914062500000e+03
2.491179257631301880e-01,9.711314086914062500e+02
2.436044216156005859e-01,9.343732421875000000e+03
2.312399148941040039e-01,8.849929687500000000e+03
2.267981171607971191e-01,1.175722656250000000e+04
2.268146127462387085e-01,8.237667968750000000e+03
2.209672182798385620e-01,1.261419311523437500e+03
2.095734030008316040e-01,2.516917968750000000e+03
2.125307470560073853e-01,4.558016601562500000e+03
2.046995609998703003e-01,1.536945507812500000e+04
2.007770240306854248e-01,5.311511718750000000e+03
2.028634846210479736e-01,1.245625195312500000e+04
2.027322053909301758e-01,1.649824414062500000e+04
2.043724090066975640e-01,5.147842273109990856e+02
2.044540748198996893e-01,8.665740292330680177e+02
2.058650477228654574e-01,6.249902467570418594e+02
2.039313464229695061e-01,7.354292757690014923e+02
2.048668869096846867e-01,8.114204026210283018e+02
2.032967845293689457e-01,1.519765243872041083e+02
2.021215794646819275e-01,3.286148814921335770e+02
2.007934341407238699e-01,2.459468388123878242e+02
2.009641199787614019e-01,4.446998587896233630e+02
2.033509757276624752e-01,1.284109378900010938e+02
2.027708134058263112e-01,9.043042698894046225e+02
2.031617207657001600e-01,8.443650026813015756e+02
2.021414025695369987e-01,1.559121537681978964e+02
2.036591613300776926e-01,6.923232749716419221e+01
2.060958775465652482e-01,7.517096423415917172e+01
2.045783525847674755e-01,2.780870945262316241e+02
2.068820532616173768e-01,8.911077134242982538e+02
2.078509669491145906e-01,3.011681859659091742e+02
2.100794975113683682e-01,6.407737689863630521e+02
2.117293627797620925e-01,3.509725515798984361e+02
2.140300712993821741e-01,3.031749648132662855e+02
2.153145778921576603e-01,1.650662546771216626e+02
2.152614868102970813e-01,3.343931960622730912e+02
2.129845610610627271e-01,4.702527064210181038e+02
2.152100030360007688e-01,6.550054020926098701e+02
2.142555930840639167e-01,9.648866477404932311e+02
2.118560828966064846e-01,5.128694202781730382e+02
2.115396639661281386e-01,4.250123121235285453e+02
2.103802202796503928e-01,6.058616248315667008e+02
2.081624574292375296e-01,4.426277801671488987e+01
2.074273637462788755e-01,8.663873686014504756e+02
2.082793001668630795e-01,1.515950913724130658e+02
2.055060192841424993e-01,5.462152731504729672e+02
2.060982399409241606e-01,1.861045517633579038e+02
2.067520362959391622e-01,3.779781846746813585e+02
2.077206729883920300e-01,9.459401116622723293e+02
2.076718417434499642e-01,2.480726749250997614e+02
2.059126033599941730e-01,3.896814011664104669e+02
2.069786529256328889e-01,2.983560734847522440e+02
2.089446714157286999e-01,3.055158711920770997e+02
2.108052466659628144e-01,2.465030316712201568e+02
